경기번호,팀명,경기장,관중수,경기날짜,결과,1팀score,2팀score,이름,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,포지션,득점점유율,스타팅멤버
93,현대건설,화성종합실내체육관,2717,2018-03-21,0,3,0,김세영,3,9,2,0,0,22.22,7.69,1,0,0,0,0.0,1.96,2,0,0,0,0.0,11.76,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,6,2,0,0,33.33,46.15,0,0,0,0,0.0,0.0,3,0,0,0.0,4.92,2,1,1,0,0.33,2.27,2,0,0,0.0,1.63,0,0,0,0.0,0.0,5,1,2,0,0,0.33,10.87,0,0,0,C,0.0714285714285714,1
93,현대건설,화성종합실내체육관,2717,2018-03-21,0,3,0,고유민,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,3,2,1,0,0.67,3.41,0,0,0,0.0,0.0,8,4,1,37.5,12.12,0,0,0,0,0,0.0,0.0,0,0,0,L,0.0,0
93,현대건설,화성종합실내체육관,2717,2018-03-21,0,3,0,김연견,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,26,24,2,0,8.0,29.55,11,4,1,1.33,8.94,14,9,0,64.29,21.21,0,0,0,0,0,0.0,0.0,0,0,1,Li,0.0,0
93,현대건설,화성종합실내체육관,2717,2018-03-21,0,3,0,이영주,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,0,0,0.0,8.2,1,1,0,0,0.33,1.14,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,L,0.0,0
94,한국도로공사,김천실내체육관,4052,2018-03-23,1,3,2,이바나,28,75,25,5,5,33.33,42.13,49,18,4,2,36.73,49.49,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,12,4,1,1,33.33,85.71,0,0,0,0,0.0,0.0,14,3,0,2,21.43,43.75,17,0,4,0.0,15.04,8,7,1,0,1.4,7.34,2,1,0,0.2,1.13,0,0,0,0.0,0.0,17,3,5,5,0,0.6,20.48,0,0,9,R,0.3294117647058823,1
94,한국도로공사,김천실내체육관,4052,2018-03-23,1,3,2,박정아,27,51,25,1,3,49.02,28.65,33,17,1,2,51.52,33.33,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1,0,0,50.0,14.29,0,0,0,0,0.0,0.0,16,7,0,1,43.75,50.0,13,1,0,0.2,11.5,15,12,3,0,2.4,13.76,4,2,0,0.4,2.26,7,2,0,28.57,6.93,10,1,2,2,1,0.2,12.05,2,0,4,L,0.3176470588235294,1
94,한국도로공사,김천실내체육관,4052,2018-03-23,1,3,2,배유나,15,25,12,0,0,48.0,14.04,8,6,0,0,75.0,8.08,6,2,0,0,33.33,50.0,3,0,0,0,0.0,42.86,0,0,0,0,0.0,0.0,7,3,0,0,42.86,50.0,1,1,0,0,100.0,3.13,17,0,0,0.0,15.04,5,4,1,0,0.8,4.59,6,2,0,0.4,3.39,1,0,0,0.0,0.99,23,3,5,10,1,0.6,27.71,0,0,1,C,0.1764705882352941,1
94,한국도로공사,김천실내체육관,4052,2018-03-23,1,3,2,정대영,8,16,7,0,0,43.75,8.99,2,0,0,0,0.0,2.02,3,1,0,0,33.33,25.0,4,2,0,0,50.0,57.14,0,0,0,0,0.0,0.0,7,4,0,0,57.14,50.0,0,0,0,0,0.0,0.0,18,0,3,0.0,15.93,5,3,2,0,0.6,4.59,4,0,0,0.0,2.26,3,0,0,0.0,2.97,17,1,2,8,0,0.2,20.48,3,0,3,C,0.0941176470588235,1
94,한국도로공사,김천실내체육관,4052,2018-03-23,1,3,2,이효희,5,6,3,1,0,50.0,3.37,6,3,1,0,50.0,6.06,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,20,2,0,0.4,17.7,13,11,2,0,2.2,11.93,133,52,0,10.4,75.14,1,0,0,0.0,0.99,11,0,6,2,0,0.0,13.25,0,0,0,S,0.0588235294117647,1
94,한국도로공사,김천실내체육관,4052,2018-03-23,1,3,2,문정원,2,5,1,0,2,20.0,2.81,1,0,0,0,0.0,1.01,3,1,0,1,33.33,25.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,1,0.0,3.13,26,1,4,0.2,23.01,20,16,4,0,3.2,18.35,5,2,0,0.4,2.82,71,33,2,43.66,70.3,5,0,1,4,0,0.0,6.02,1,0,6,R,0.0235294117647058,1
94,한국도로공사,김천실내체육관,4052,2018-03-23,1,3,2,유서연,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0.0,0.88,4,4,0,0,0.8,3.67,0,0,0,0.0,0.0,1,0,0,0.0,0.99,0,0,0,0,0,0.0,0.0,0,0,0,L,0.0,0
94,한국도로공사,김천실내체육관,4052,2018-03-23,1,3,2,이원정,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,0,0.25,0.92,6,2,0,0.5,3.39,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,S,0.0,0
94,한국도로공사,김천실내체육관,4052,2018-03-23,1,3,2,임명옥,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,37,34,3,0,6.8,33.94,17,6,1,1.2,9.6,17,5,2,17.65,16.83,0,0,0,0,0,0.0,0.0,0,0,1,Li,0.0,0
94,IBK기업은행,김천실내체육관,4052,2018-03-23,0,3,2,메디,44,94,42,7,9,44.68,50.81,62,27,3,8,43.55,55.86,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,26,11,4,1,42.31,72.22,0,0,0,0,0.0,0.0,6,4,0,0,66.67,26.09,17,1,3,0.2,15.74,21,16,5,0,3.2,17.95,5,2,0,0.4,2.62,33,16,2,42.42,32.35,20,1,8,6,2,0.2,21.98,0,0,14,L,0.5432098765432098,1
94,IBK기업은행,김천실내체육관,4052,2018-03-23,0,3,2,김희진,19,45,17,0,2,37.78,24.32,21,8,0,2,38.1,18.92,5,0,0,0,0.0,83.33,1,0,0,0,0.0,33.33,10,4,0,0,40.0,27.78,1,1,0,0,100.0,16.67,7,4,0,0,57.14,30.43,12,0,1,0.0,11.11,16,15,1,0,3.0,13.68,5,1,0,0.2,2.62,1,0,0,0.0,0.98,20,2,10,6,0,0.4,21.98,2,0,3,R,0.2345679012345679,1
94,IBK기업은행,김천실내체육관,4052,2018-03-23,0,3,2,김미연,9,20,5,0,2,25.0,10.81,14,4,0,1,28.57,12.61,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,6,1,0,1,16.67,26.09,18,2,2,0.4,16.67,15,14,1,0,2.8,12.82,11,7,0,1.4,5.76,19,6,0,31.58,18.63,8,2,3,3,0,0.4,8.79,1,0,4,L,0.1111111111111111,1
94,IBK기업은행,김천실내체육관,4052,2018-03-23,0,3,2,김수지,5,8,4,0,1,50.0,4.32,1,0,0,0,0.0,0.9,1,1,0,0,100.0,16.67,2,1,0,0,50.0,66.67,0,0,0,0,0.0,0.0,4,2,0,1,50.0,66.67,0,0,0,0,0.0,0.0,13,0,0,0.0,12.04,6,5,1,0,1.0,5.13,8,1,0,0.2,4.19,0,0,0,0.0,0.0,21,1,9,6,3,0.2,23.08,0,0,4,C,0.0617283950617283,1
94,IBK기업은행,김천실내체육관,4052,2018-03-23,0,3,2,김현지,2,2,1,1,0,50.0,1.08,1,1,0,0,100.0,0.9,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,1,0,0.0,16.67,0,0,0,0,0.0,0.0,10,0,1,0.0,9.26,2,2,0,0,0.5,1.71,1,0,0,0.0,0.52,0,0,0,0.0,0.0,12,1,4,4,0,0.25,13.19,2,0,1,C,0.0246913580246913,1
94,IBK기업은행,김천실내체육관,4052,2018-03-23,0,3,2,최수빈,1,4,1,0,0,25.0,2.16,3,1,0,0,33.33,2.7,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0,0.0,4.35,10,0,0,0.0,9.26,2,2,0,0,0.4,1.71,0,0,0,0.0,0.0,6,5,1,66.67,5.88,0,0,0,0,0,0.0,0.0,0,0,0,L,0.0123456790123456,0
94,IBK기업은행,김천실내체육관,4052,2018-03-23,0,3,2,염혜선,1,2,0,0,0,0.0,1.08,2,0,0,0,0.0,1.8,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,10,1,0,0.25,9.26,8,7,1,0,1.75,6.84,64,24,0,6.0,33.51,0,0,0,0.0,0.0,3,0,2,1,0,0.0,3.3,1,0,0,S,0.0123456790123456,1
94,IBK기업은행,김천실내체육관,4052,2018-03-23,0,3,2,이고은,0,1,0,0,0,0.0,0.54,1,0,0,0,0.0,0.9,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,13,0,0,0.0,12.04,13,13,0,0,3.25,11.11,76,29,0,7.25,39.79,0,0,0,0.0,0.0,6,0,4,1,0,0.0,6.59,0,0,0,S,0.0,0
94,IBK기업은행,김천실내체육관,4052,2018-03-23,0,3,2,노란,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,28,21,7,0,4.2,23.93,18,4,1,0.8,9.42,26,12,1,42.31,25.49,0,0,0,0,0,0.0,0.0,0,0,1,Li,0.0,0
95,한국도로공사,김천실내체육관,6152,2018-03-25,1,3,1,이바나,26,58,23,4,3,39.66,38.93,41,15,3,2,36.59,55.41,1,1,0,0,100.0,11.11,0,0,0,0,0.0,0.0,7,1,1,1,14.29,50.0,0,0,0,0,0.0,0.0,9,6,0,0,66.67,29.03,16,2,4,0.5,17.02,14,9,5,0,2.25,13.59,0,0,0,0.0,0.0,0,0,0,0.0,0.0,8,1,0,7,0,0.25,12.7,4,0,7,R,0.3421052631578947,1
95,한국도로공사,김천실내체육관,6152,2018-03-25,1,3,1,박정아,24,45,23,1,1,51.11,30.2,19,11,0,1,57.89,25.68,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,7,3,0,0,42.86,50.0,0,0,0,0,0.0,0.0,19,9,1,0,47.37,61.29,15,1,0,0.25,15.96,18,16,2,0,4.0,17.48,4,0,0,0.0,2.67,6,0,1,0.0,7.69,4,0,0,3,0,0.0,6.35,0,0,1,L,0.3157894736842105,1
95,한국도로공사,김천실내체육관,6152,2018-03-25,1,3,1,배유나,11,14,5,2,0,35.71,9.4,2,0,0,0,0.0,2.7,1,0,1,0,0.0,11.11,4,2,0,0,50.0,33.33,0,0,0,0,0.0,0.0,7,3,1,0,42.86,77.78,0,0,0,0,0.0,0.0,8,0,1,0.0,8.51,5,4,1,0,1.0,4.85,3,1,1,0.25,2.0,0,0,0,0.0,0.0,18,6,6,5,0,1.5,28.57,0,0,2,C,0.1447368421052631,1
95,한국도로공사,김천실내체육관,6152,2018-03-25,1,3,1,정대영,8,21,7,0,0,33.33,14.09,6,3,0,0,50.0,8.11,5,0,0,0,0.0,55.56,8,4,0,0,50.0,66.67,0,0,0,0,0.0,0.0,2,0,0,0,0.0,22.22,0,0,0,0,0.0,0.0,15,0,1,0.0,15.96,7,6,1,0,1.5,6.8,1,0,0,0.0,0.67,4,2,0,50.0,5.13,15,1,6,5,0,0.25,23.81,1,0,1,C,0.1052631578947368,1
95,한국도로공사,김천실내체육관,6152,2018-03-25,1,3,1,문정원,6,8,4,1,0,50.0,5.37,3,0,1,0,0.0,4.05,2,2,0,0,100.0,22.22,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,2,0,0,66.67,9.68,15,1,2,0.25,15.96,20,15,5,0,3.75,19.42,4,1,0,0.25,2.67,44,30,1,65.91,56.41,9,1,6,1,0,0.25,14.29,1,0,2,R,0.0789473684210526,1
95,한국도로공사,김천실내체육관,6152,2018-03-25,1,3,1,이효희,1,3,0,0,0,0.0,2.01,3,0,0,0,0.0,4.05,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,23,1,0,0.25,24.47,10,8,2,0,2.0,9.71,113,47,0,11.75,75.33,0,0,0,0.0,0.0,8,0,8,0,0,0.0,12.7,1,0,0,S,0.0131578947368421,1
95,한국도로공사,김천실내체육관,6152,2018-03-25,1,3,1,유서연,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0.0,1.06,3,2,1,0,0.5,2.91,1,0,0,0.0,0.67,4,4,0,100.0,5.13,0,0,0,0,0,0.0,0.0,0,0,0,L,0.0,0
95,한국도로공사,김천실내체육관,6152,2018-03-25,1,3,1,이원정,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,1,0,0.33,2.0,0,0,0,0.0,0.0,1,0,0,1,0,0.0,1.59,0,0,0,S,0.0,0
95,한국도로공사,김천실내체육관,6152,2018-03-25,1,3,1,임명옥,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,26,22,4,0,5.5,25.24,21,8,0,2.0,14.0,20,11,0,55.0,25.64,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
95,한국도로공사,김천실내체육관,6152,2018-03-25,1,3,1,하혜진,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,L,0.0,0
95,IBK기업은행,김천실내체육관,6152,2018-03-25,0,3,1,메디,25,69,24,6,5,34.78,49.29,42,14,4,3,33.33,58.33,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,22,8,1,1,36.36,88.0,0,0,0,0,0.0,0.0,5,2,1,1,40.0,25.0,15,1,1,0.25,18.07,12,10,2,0,2.5,13.19,3,0,1,0.0,2.03,1,0,1,0.0,1.16,13,0,4,3,1,0.0,18.57,1,0,8,L,0.3623188405797101,1
95,IBK기업은행,김천실내체육관,6152,2018-03-25,0,3,1,김희진,15,28,13,1,3,46.43,20.0,10,5,0,0,50.0,13.89,7,5,0,1,71.43,87.5,4,1,1,0,25.0,44.44,2,0,0,0,0.0,8.0,2,1,0,1,50.0,33.33,3,1,0,1,33.33,15.0,15,0,2,0.0,18.07,8,7,1,0,1.75,8.79,3,3,0,0.75,2.03,3,1,1,0.0,3.49,15,2,7,2,0,0.5,21.43,0,0,5,R,0.21739130434782603,1
95,IBK기업은행,김천실내체육관,6152,2018-03-25,0,3,1,김수지,11,11,7,0,0,63.64,7.86,2,1,0,0,50.0,2.78,0,0,0,0,0.0,0.0,5,4,0,0,80.0,55.56,0,0,0,0,0.0,0.0,4,2,0,0,50.0,66.67,0,0,0,0,0.0,0.0,7,0,0,0.0,8.43,5,4,1,0,1.0,5.49,7,2,1,0.5,4.73,0,0,0,0.0,0.0,22,4,8,6,0,1.0,31.43,2,0,1,C,0.1594202898550724,1
95,IBK기업은행,김천실내체육관,6152,2018-03-25,0,3,1,고예림,9,19,8,1,2,42.11,13.57,10,6,0,2,60.0,13.89,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0,0.0,4.0,0,0,0,0,0.0,0.0,8,2,1,0,25.0,40.0,13,0,2,0.0,15.66,14,11,3,0,2.75,15.38,5,2,0,0.5,3.38,53,25,2,43.4,61.63,6,1,1,2,1,0.25,8.57,1,0,5,L,0.1304347826086956,1
95,IBK기업은행,김천실내체육관,6152,2018-03-25,0,3,1,김미연,9,12,7,1,0,58.33,8.57,7,2,1,0,28.57,9.72,1,1,0,0,100.0,12.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,4,4,0,0,100.0,20.0,12,1,0,0.25,14.46,10,8,2,0,2.0,10.99,7,2,0,0.5,4.73,9,5,0,55.56,10.47,8,1,2,3,0,0.25,11.43,2,0,0,L,0.1304347826086956,1
95,IBK기업은행,김천실내체육관,6152,2018-03-25,0,3,1,이고은,0,1,0,0,0,0.0,0.71,1,0,0,0,0.0,1.39,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,8,0,0,0.0,9.64,8,6,2,0,2.0,8.79,62,24,0,8.0,41.89,0,0,0,0.0,0.0,2,0,2,0,0,0.0,2.86,1,0,0,S,0.0,0
95,IBK기업은행,김천실내체육관,6152,2018-03-25,0,3,1,노란,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,25,21,4,0,5.25,27.47,6,1,0,0.25,4.05,19,8,1,36.84,22.09,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
95,IBK기업은행,김천실내체육관,6152,2018-03-25,0,3,1,염혜선,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,11,0,0,0.0,13.25,8,4,4,0,1.33,8.79,54,22,0,7.33,36.49,1,0,0,0.0,1.16,4,0,1,3,0,0.0,5.71,1,0,0,S,0.0,1
96,IBK기업은행,화성종합실내체육관,4576,2018-03-27,0,1,3,메디,26,61,23,6,7,37.7,40.94,44,19,4,3,43.18,46.81,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,16,4,2,4,25.0,66.67,0,0,0,0,0.0,0.0,1,0,0,0,0.0,8.33,12,1,1,0.25,15.38,11,7,4,0,1.75,11.83,6,0,0,0.0,4.0,26,9,1,30.77,29.55,12,2,3,4,0,0.5,17.91,1,0,8,L,0.4262295081967213,1
96,IBK기업은행,화성종합실내체육관,4576,2018-03-27,0,1,3,고예림,11,28,11,1,2,39.29,18.79,21,8,1,0,38.1,22.34,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,1,0,1,33.33,12.5,0,0,0,0,0.0,0.0,4,2,0,1,50.0,33.33,11,0,0,0.0,14.1,11,9,2,0,2.25,11.83,8,1,0,0.25,5.33,32,11,5,18.75,36.36,5,0,2,2,0,0.0,7.46,0,0,2,L,0.18032786885245897,1
96,IBK기업은행,화성종합실내체육관,4576,2018-03-27,0,1,3,김수지,9,16,6,1,1,37.5,10.74,3,0,0,1,0.0,3.19,3,1,0,0,33.33,50.0,3,1,1,0,33.33,75.0,0,0,0,0,0.0,0.0,7,4,0,0,57.14,77.78,0,0,0,0,0.0,0.0,10,0,0,0.0,12.82,11,10,1,0,2.5,11.83,6,2,0,0.5,4.0,0,0,0,0.0,0.0,17,3,9,3,0,0.75,25.37,0,0,1,C,0.1475409836065573,1
96,IBK기업은행,화성종합실내체육관,4576,2018-03-27,0,1,3,김희진,8,24,6,0,1,25.0,16.11,13,3,0,1,23.08,13.83,3,1,0,0,33.33,50.0,1,0,0,0,0.0,25.0,3,1,0,0,33.33,12.5,2,1,0,0,50.0,22.22,2,0,0,0,0.0,16.67,14,1,2,0.25,17.95,14,13,1,0,3.25,15.05,3,0,0,0.0,2.0,1,0,0,0.0,1.14,13,1,4,5,0,0.25,19.4,0,0,3,R,0.1311475409836065,1
96,IBK기업은행,화성종합실내체육관,4576,2018-03-27,0,1,3,김미연,7,19,6,1,1,31.58,12.75,12,2,1,1,16.67,12.77,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1,0,0,50.0,8.33,0,0,0,0,0.0,0.0,5,3,0,0,60.0,41.67,12,1,0,0.25,15.38,9,8,1,0,2.0,9.68,4,2,0,0.5,2.67,10,5,0,50.0,11.36,7,0,2,2,0,0.0,10.45,2,0,1,L,0.1147540983606557,1
96,IBK기업은행,화성종합실내체육관,4576,2018-03-27,0,1,3,이고은,0,1,0,0,0,0.0,0.67,1,0,0,0,0.0,1.06,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,12,0,0,0.0,15.38,15,12,3,0,3.0,16.13,104,40,1,10.0,69.33,0,0,0,0.0,0.0,10,0,5,3,0,0.0,14.93,0,0,1,S,0.0,1
96,IBK기업은행,화성종합실내체육관,4576,2018-03-27,0,1,3,노란,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,21,16,5,0,4.0,22.58,10,2,0,0.5,6.67,19,6,1,26.32,21.59,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
96,한국도로공사,화성종합실내체육관,4576,2018-03-27,1,1,3,이바나,19,46,18,3,2,39.13,33.09,27,10,2,0,37.04,38.57,1,0,0,0,0.0,12.5,0,0,0,0,0.0,0.0,11,4,1,2,36.36,73.33,0,0,0,0,0.0,0.0,7,4,0,0,57.14,30.43,14,1,4,0.25,14.58,11,6,4,1,1.5,10.78,4,2,0,0.5,2.84,0,0,0,0.0,0.0,11,0,4,6,0,0.0,15.71,2,0,7,R,0.2467532467532467,1
96,한국도로공사,화성종합실내체육관,4576,2018-03-27,1,1,3,박정아,19,40,18,1,2,45.0,28.78,23,7,1,1,30.43,32.86,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,4,2,0,1,50.0,26.67,0,0,0,0,0.0,0.0,13,9,0,0,69.23,56.52,13,1,0,0.25,13.54,15,15,0,0,3.75,14.71,4,0,0,0.0,2.84,7,1,1,0.0,9.33,4,0,2,1,0,0.0,5.71,2,0,2,L,0.2467532467532467,1
96,한국도로공사,화성종합실내체육관,4576,2018-03-27,1,1,3,정대영,19,22,13,1,0,59.09,15.83,6,4,0,0,66.67,8.57,3,3,0,0,100.0,37.5,5,3,0,0,60.0,62.5,0,0,0,0,0.0,0.0,8,3,1,0,37.5,53.33,0,0,0,0,0.0,0.0,15,1,1,0.25,15.63,11,10,1,0,2.5,10.78,2,1,0,0.25,1.42,4,1,0,25.0,5.33,27,5,8,7,0,1.25,38.57,0,0,1,C,0.2467532467532467,1
96,한국도로공사,화성종합실내체육관,4576,2018-03-27,1,1,3,배유나,12,17,9,1,1,52.94,12.23,4,1,0,0,25.0,5.71,3,1,0,0,33.33,37.5,3,2,0,1,66.67,37.5,0,0,0,0,0.0,0.0,7,5,1,0,71.43,46.67,0,0,0,0,0.0,0.0,14,0,0,0.0,14.58,4,4,0,0,1.0,3.92,2,0,1,0.0,1.42,0,0,0,0.0,0.0,14,3,5,5,0,0.75,20.0,0,0,2,C,0.1558441558441558,1
96,한국도로공사,화성종합실내체육관,4576,2018-03-27,1,1,3,하혜진,4,7,4,0,0,57.14,5.04,4,1,0,0,25.0,5.71,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,3,0,0,100.0,13.04,1,0,0,0.0,1.04,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,0,0,0.0,1.43,1,0,0,L,0.0519480519480519,0
96,한국도로공사,화성종합실내체육관,4576,2018-03-27,1,1,3,문정원,3,2,1,0,0,50.0,1.44,1,1,0,0,100.0,1.43,1,0,0,0,0.0,12.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,17,2,1,0.5,17.71,14,10,4,0,2.5,13.73,3,1,0,0.25,2.13,30,14,0,46.67,40.0,3,0,1,2,0,0.0,4.29,1,0,1,R,0.0389610389610389,1
96,한국도로공사,화성종합실내체육관,4576,2018-03-27,1,1,3,이효희,1,4,0,0,0,0.0,2.88,4,0,0,0,0.0,5.71,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,17,1,1,0.25,17.71,18,17,1,0,4.25,17.65,104,49,0,12.25,73.76,0,0,0,0.0,0.0,9,0,3,4,0,0.0,12.86,1,0,1,S,0.0129870129870129,1
