팀명,경기날짜,이름,경기장,관중수,세트_점수
KGC인삼공사,2019-10-29,박은진,수원체육관,0,3
KGC인삼공사,2019-10-29,채선아,수원체육관,0,3
KGC인삼공사,2019-10-29,한송이,수원체육관,0,3
KGC인삼공사,2019-10-29,염혜선,수원체육관,0,3
KGC인삼공사,2019-10-29,노란,수원체육관,0,3
KGC인삼공사,2019-10-29,오지영,수원체육관,0,3
흥국생명,2019-10-29,이재영,수원체육관,0,2
흥국생명,2019-10-29,루시아,수원체육관,0,2
흥국생명,2019-10-29,김미연,수원체육관,0,2
흥국생명,2019-10-29,김세영,수원체육관,0,2
흥국생명,2019-10-29,이주아,수원체육관,0,2
흥국생명,2019-10-29,김채연,수원체육관,0,2
흥국생명,2019-10-29,조송화,수원체육관,0,2
흥국생명,2019-10-29,김해란,수원체육관,0,2
흥국생명,2019-10-29,도수빈,수원체육관,0,2
흥국생명,2019-10-29,신연경,수원체육관,0,2
GS칼텍스,2019-10-30,강소휘,수원체육관,0,3
GS칼텍스,2019-10-30,러츠,수원체육관,0,3
GS칼텍스,2019-10-30,이소영,수원체육관,0,3
GS칼텍스,2019-10-30,김유리,수원체육관,0,3
GS칼텍스,2019-10-30,한수지,수원체육관,0,3
GS칼텍스,2019-10-30,이고은,수원체육관,0,3
GS칼텍스,2019-10-30,한다혜,수원체육관,0,3
IBK기업은행,2019-10-30,어나이,수원체육관,0,2
IBK기업은행,2019-10-30,표승주,수원체육관,0,2
IBK기업은행,2019-10-30,김수지,수원체육관,0,2
IBK기업은행,2019-10-30,김희진,수원체육관,0,2
IBK기업은행,2019-10-30,김주향,수원체육관,0,2
IBK기업은행,2019-10-30,이나연,수원체육관,0,2
IBK기업은행,2019-10-30,백목화,수원체육관,0,2
한국도로공사,2019-10-31,테일러,수원체육관,0,3
한국도로공사,2019-10-31,박정아,수원체육관,0,3
한국도로공사,2019-10-31,정대영,수원체육관,0,3
한국도로공사,2019-10-31,문정원,수원체육관,0,3
한국도로공사,2019-10-31,이원정,수원체육관,0,3
한국도로공사,2019-10-31,임명옥,수원체육관,0,3
현대건설,2019-10-31,양효진,수원체육관,0,2
현대건설,2019-10-31,마야,수원체육관,0,2
현대건설,2019-10-31,고예림,수원체육관,0,2
현대건설,2019-10-31,황민경,수원체육관,0,2
현대건설,2019-10-31,정지윤,수원체육관,0,2
현대건설,2019-10-31,이다영,수원체육관,0,2
현대건설,2019-10-31,김연견,수원체육관,0,2
KGC인삼공사,2019-11-02,디우프,수원체육관,0,3
KGC인삼공사,2019-11-02,최은지,수원체육관,0,3
KGC인삼공사,2019-11-02,박은진,수원체육관,0,3
KGC인삼공사,2019-11-02,한송이,수원체육관,0,3
KGC인삼공사,2019-11-02,채선아,수원체육관,0,3
KGC인삼공사,2019-11-02,염혜선,수원체육관,0,3
KGC인삼공사,2019-11-02,노란,수원체육관,0,3
KGC인삼공사,2019-11-02,오지영,수원체육관,0,3
GS칼텍스,2019-11-02,러츠,수원체육관,0,2
GS칼텍스,2019-11-02,강소휘,수원체육관,0,2
GS칼텍스,2019-11-02,이소영,수원체육관,0,2
GS칼텍스,2019-11-02,김유리,수원체육관,0,2
GS칼텍스,2019-11-02,한수지,수원체육관,0,2
GS칼텍스,2019-11-02,이고은,수원체육관,0,2
GS칼텍스,2019-11-02,안혜진,수원체육관,0,2
GS칼텍스,2019-11-02,이현,수원체육관,0,2
GS칼텍스,2019-11-02,한다혜,수원체육관,0,2
GS칼텍스,2019-11-02,한수진,수원체육관,0,2
현대건설,2019-11-03,양효진,수원체육관,0,3
현대건설,2019-11-03,마야,수원체육관,0,3
현대건설,2019-11-03,정지윤,수원체육관,0,3
현대건설,2019-11-03,이다영,수원체육관,0,3
현대건설,2019-11-03,황민경,수원체육관,0,3
현대건설,2019-11-03,고예림,수원체육관,0,3
현대건설,2019-11-03,이다현,수원체육관,0,3
현대건설,2019-11-03,김연견,수원체육관,0,3
현대건설,2019-11-03,이영주,수원체육관,0,3
IBK기업은행,2019-11-03,어나이,수원체육관,0,2
IBK기업은행,2019-11-03,김희진,수원체육관,0,2
IBK기업은행,2019-11-03,표승주,수원체육관,0,2
IBK기업은행,2019-11-03,김수지,수원체육관,0,2
IBK기업은행,2019-11-03,김주향,수원체육관,0,2
IBK기업은행,2019-11-03,이나연,수원체육관,0,2
IBK기업은행,2019-11-03,박상미,수원체육관,0,2
한국도로공사,2019-11-05,하혜진,수원체육관,0,3
한국도로공사,2019-11-05,박정아,수원체육관,0,3
한국도로공사,2019-11-05,정대영,수원체육관,0,3
한국도로공사,2019-11-05,테일러,수원체육관,0,3
한국도로공사,2019-11-05,문정원,수원체육관,0,3
한국도로공사,2019-11-05,이효희,수원체육관,0,3
한국도로공사,2019-11-05,유서연,수원체육관,0,3
한국도로공사,2019-11-05,이원정,수원체육관,0,3
한국도로공사,2019-11-05,임명옥,수원체육관,0,3
한국도로공사,2019-11-05,전새얀,수원체육관,0,3
KGC인삼공사,2019-11-05,디우프,수원체육관,0,2
KGC인삼공사,2019-11-05,최은지,수원체육관,0,2
KGC인삼공사,2019-11-05,박은진,수원체육관,0,2
KGC인삼공사,2019-11-05,한송이,수원체육관,0,2
KGC인삼공사,2019-11-05,채선아,수원체육관,0,2
KGC인삼공사,2019-11-05,염혜선,수원체육관,0,2
KGC인삼공사,2019-11-05,나현수,수원체육관,0,2
KGC인삼공사,2019-11-05,노란,수원체육관,0,2
KGC인삼공사,2019-11-05,오지영,수원체육관,0,2
KGC인삼공사,2019-11-05,정호영,수원체육관,0,2
GS칼텍스,2019-11-06,러츠,수원체육관,0,3
GS칼텍스,2019-11-06,강소휘,수원체육관,0,3
GS칼텍스,2019-11-06,이소영,수원체육관,0,3
GS칼텍스,2019-11-06,안혜진,수원체육관,0,3
GS칼텍스,2019-11-06,한수지,수원체육관,0,3
GS칼텍스,2019-11-06,김유리,수원체육관,0,3
GS칼텍스,2019-11-06,이현,수원체육관,0,3
GS칼텍스,2019-11-06,이고은,수원체육관,0,3
GS칼텍스,2019-11-06,한다혜,수원체육관,0,3
현대건설,2019-11-06,마야,수원체육관,0,2
현대건설,2019-11-06,황민경,수원체육관,0,2
현대건설,2019-11-06,고예림,수원체육관,0,2
현대건설,2019-11-06,양효진,수원체육관,0,2
현대건설,2019-11-06,정지윤,수원체육관,0,2
현대건설,2019-11-06,이다영,수원체육관,0,2
현대건설,2019-11-06,김연견,수원체육관,0,2
IBK기업은행,2019-11-07,어나이,수원체육관,0,3
IBK기업은행,2019-11-07,표승주,수원체육관,0,3
IBK기업은행,2019-11-07,김수지,수원체육관,0,3
IBK기업은행,2019-11-07,김현지,수원체육관,0,3
IBK기업은행,2019-11-07,김희진,수원체육관,0,3
IBK기업은행,2019-11-07,김하경,수원체육관,0,3
IBK기업은행,2019-11-07,이나연,수원체육관,0,3
IBK기업은행,2019-11-07,김해빈,수원체육관,0,3
IBK기업은행,2019-11-07,박상미,수원체육관,0,3
흥국생명,2019-11-07,이재영,수원체육관,0,2
흥국생명,2019-11-07,루시아,수원체육관,0,2
흥국생명,2019-11-07,김세영,수원체육관,0,2
흥국생명,2019-11-07,김미연,수원체육관,0,2
흥국생명,2019-11-07,이주아,수원체육관,0,2
흥국생명,2019-11-07,조송화,수원체육관,0,2
흥국생명,2019-11-07,김해란,수원체육관,0,2
흥국생명,2019-11-07,박현주,수원체육관,0,2
한국도로공사,2019-11-09,하혜진,수원체육관,0,3
한국도로공사,2019-11-09,유서연,수원체육관,0,3
한국도로공사,2019-11-09,전새얀,수원체육관,0,3
한국도로공사,2019-11-09,박정아,수원체육관,0,3
한국도로공사,2019-11-09,정대영,수원체육관,0,3
한국도로공사,2019-11-09,이원정,수원체육관,0,3
한국도로공사,2019-11-09,임명옥,수원체육관,0,3
현대건설,2019-11-09,마야,수원체육관,0,2
현대건설,2019-11-09,양효진,수원체육관,0,2
현대건설,2019-11-09,황민경,수원체육관,0,2
현대건설,2019-11-09,고예림,수원체육관,0,2
현대건설,2019-11-09,이다영,수원체육관,0,2
현대건설,2019-11-09,김연견,수원체육관,0,2
흥국생명,2019-11-10,이재영,수원체육관,0,3
흥국생명,2019-11-10,김미연,수원체육관,0,3
흥국생명,2019-11-10,루시아,수원체육관,0,3
흥국생명,2019-11-10,김세영,수원체육관,0,3
흥국생명,2019-11-10,이주아,수원체육관,0,3
흥국생명,2019-11-10,조송화,수원체육관,0,3
흥국생명,2019-11-10,김해란,수원체육관,0,3
흥국생명,2019-11-10,박현주,수원체육관,0,3
흥국생명,2019-11-10,신연경,수원체육관,0,3
IBK기업은행,2019-11-10,김주향,수원체육관,0,2
IBK기업은행,2019-11-10,어나이,수원체육관,0,2
IBK기업은행,2019-11-10,김수지,수원체육관,0,2
IBK기업은행,2019-11-10,문지윤,수원체육관,0,2
IBK기업은행,2019-11-10,박상미,수원체육관,0,2
KGC인삼공사,2019-11-12,디우프,수원체육관,0,3
KGC인삼공사,2019-11-12,최은지,수원체육관,0,3
KGC인삼공사,2019-11-12,한송이,수원체육관,0,3
KGC인삼공사,2019-11-12,지민경,수원체육관,0,3
KGC인삼공사,2019-11-12,박은진,수원체육관,0,3
KGC인삼공사,2019-11-12,염혜선,수원체육관,0,3
KGC인삼공사,2019-11-12,노란,수원체육관,0,3
KGC인삼공사,2019-11-12,오지영,수원체육관,0,3
한국도로공사,2019-11-12,박정아,수원체육관,0,2
한국도로공사,2019-11-12,하혜진,수원체육관,0,2
한국도로공사,2019-11-12,문정원,수원체육관,0,2
한국도로공사,2019-11-12,정대영,수원체육관,0,2
한국도로공사,2019-11-12,최민지,수원체육관,0,2
한국도로공사,2019-11-12,이효희,수원체육관,0,2
한국도로공사,2019-11-12,전새얀,수원체육관,0,2
한국도로공사,2019-11-12,유서연,수원체육관,0,2
한국도로공사,2019-11-12,이원정,수원체육관,0,2
한국도로공사,2019-11-12,임명옥,수원체육관,0,2
현대건설,2019-11-13,양효진,수원체육관,0,3
현대건설,2019-11-13,황민경,수원체육관,0,3
현대건설,2019-11-13,고예림,수원체육관,0,3
현대건설,2019-11-13,이다현,수원체육관,0,3
현대건설,2019-11-13,황연주,수원체육관,0,3
현대건설,2019-11-13,정지윤,수원체육관,0,3
현대건설,2019-11-13,마야,수원체육관,0,3
현대건설,2019-11-13,이다영,수원체육관,0,3
현대건설,2019-11-13,김연견,수원체육관,0,3
흥국생명,2019-11-13,루시아,수원체육관,0,2
흥국생명,2019-11-13,이재영,수원체육관,0,2
흥국생명,2019-11-13,김미연,수원체육관,0,2
흥국생명,2019-11-13,김세영,수원체육관,0,2
흥국생명,2019-11-13,이주아,수원체육관,0,2
흥국생명,2019-11-13,김채연,수원체육관,0,2
흥국생명,2019-11-13,조송화,수원체육관,0,2
흥국생명,2019-11-13,김해란,수원체육관,0,2
흥국생명,2019-11-13,박현주,수원체육관,0,2
흥국생명,2019-11-13,신연경,수원체육관,0,2
IBK기업은행,2019-11-14,어나이,수원체육관,0,3
IBK기업은행,2019-11-14,김주향,수원체육관,0,3
IBK기업은행,2019-11-14,김수지,수원체육관,0,3
IBK기업은행,2019-11-14,김희진,수원체육관,0,3
IBK기업은행,2019-11-14,백목화,수원체육관,0,3
IBK기업은행,2019-11-14,육서영,수원체육관,0,3
IBK기업은행,2019-11-14,이나연,수원체육관,0,3
IBK기업은행,2019-11-14,김하경,수원체육관,0,3
IBK기업은행,2019-11-14,김해빈,수원체육관,0,3
IBK기업은행,2019-11-14,박상미,수원체육관,0,3
GS칼텍스,2019-11-14,러츠,수원체육관,0,2
GS칼텍스,2019-11-14,이소영,수원체육관,0,2
GS칼텍스,2019-11-14,강소휘,수원체육관,0,2
GS칼텍스,2019-11-14,김유리,수원체육관,0,2
GS칼텍스,2019-11-14,한수지,수원체육관,0,2
GS칼텍스,2019-11-14,안혜진,수원체육관,0,2
GS칼텍스,2019-11-14,이현,수원체육관,0,2
GS칼텍스,2019-11-14,이고은,수원체육관,0,2
GS칼텍스,2019-11-14,한다혜,수원체육관,0,2
GS칼텍스,2019-11-14,한수진,수원체육관,0,2
현대건설,2019-11-16,양효진,수원체육관,0,3
현대건설,2019-11-16,황민경,수원체육관,0,3
현대건설,2019-11-16,마야,수원체육관,0,3
현대건설,2019-11-16,정지윤,수원체육관,0,3
현대건설,2019-11-16,고예림,수원체육관,0,3
현대건설,2019-11-16,이다영,수원체육관,0,3
현대건설,2019-11-16,고유민,수원체육관,0,3
현대건설,2019-11-16,김연견,수원체육관,0,3
KGC인삼공사,2019-11-16,디우프,수원체육관,0,2
KGC인삼공사,2019-11-16,지민경,수원체육관,0,2
KGC인삼공사,2019-11-16,한송이,수원체육관,0,2
KGC인삼공사,2019-11-16,박은진,수원체육관,0,2
KGC인삼공사,2019-11-16,최은지,수원체육관,0,2
KGC인삼공사,2019-11-16,노란,수원체육관,0,2
KGC인삼공사,2019-11-16,염혜선,수원체육관,0,2
KGC인삼공사,2019-11-16,오지영,수원체육관,0,2
KGC인삼공사,2019-11-16,채선아,수원체육관,0,2
흥국생명,2019-11-17,이재영,수원체육관,0,3
흥국생명,2019-11-17,김미연,수원체육관,0,3
흥국생명,2019-11-17,이한비,수원체육관,0,3
흥국생명,2019-11-17,이주아,수원체육관,0,3
흥국생명,2019-11-17,김세영,수원체육관,0,3
흥국생명,2019-11-17,김채연,수원체육관,0,3
흥국생명,2019-11-17,박현주,수원체육관,0,3
흥국생명,2019-11-17,김다솔,수원체육관,0,3
흥국생명,2019-11-17,김해란,수원체육관,0,3
흥국생명,2019-11-17,신연경,수원체육관,0,3
GS칼텍스,2019-11-17,러츠,수원체육관,0,2
GS칼텍스,2019-11-17,강소휘,수원체육관,0,2
GS칼텍스,2019-11-17,박혜민,수원체육관,0,2
GS칼텍스,2019-11-17,김유리,수원체육관,0,2
GS칼텍스,2019-11-17,한수지,수원체육관,0,2
GS칼텍스,2019-11-17,안혜진,수원체육관,0,2
GS칼텍스,2019-11-17,이고은,수원체육관,0,2
GS칼텍스,2019-11-17,이현,수원체육관,0,2
GS칼텍스,2019-11-17,한다혜,수원체육관,0,2
GS칼텍스,2019-11-17,한수진,수원체육관,0,2
IBK기업은행,2019-11-19,어나이,수원체육관,0,3
IBK기업은행,2019-11-19,김희진,수원체육관,0,3
IBK기업은행,2019-11-19,김수지,수원체육관,0,3
IBK기업은행,2019-11-19,백목화,수원체육관,0,3
IBK기업은행,2019-11-19,육서영,수원체육관,0,3
IBK기업은행,2019-11-19,김해빈,수원체육관,0,3
IBK기업은행,2019-11-19,박상미,수원체육관,0,3
IBK기업은행,2019-11-19,이나연,수원체육관,0,3
IBK기업은행,2019-11-19,전하리,수원체육관,0,3
현대건설,2019-11-19,고예림,수원체육관,0,2
현대건설,2019-11-19,정지윤,수원체육관,0,2
현대건설,2019-11-19,양효진,수원체육관,0,2
현대건설,2019-11-19,황민경,수원체육관,0,2
현대건설,2019-11-19,황연주,수원체육관,0,2
현대건설,2019-11-19,이다영,수원체육관,0,2
현대건설,2019-11-19,이다현,수원체육관,0,2
현대건설,2019-11-19,고유민,수원체육관,0,2
현대건설,2019-11-19,김연견,수원체육관,0,2
GS칼텍스,2019-11-20,러츠,수원체육관,0,3
GS칼텍스,2019-11-20,강소휘,수원체육관,0,3
GS칼텍스,2019-11-20,박혜민,수원체육관,0,3
GS칼텍스,2019-11-20,한수지,수원체육관,0,3
GS칼텍스,2019-11-20,김현정,수원체육관,0,3
GS칼텍스,2019-11-20,안혜진,수원체육관,0,3
GS칼텍스,2019-11-20,이고은,수원체육관,0,3
GS칼텍스,2019-11-20,한다혜,수원체육관,0,3
한국도로공사,2019-11-20,박정아,수원체육관,0,2
한국도로공사,2019-11-20,문정원,수원체육관,0,2
한국도로공사,2019-11-20,하혜진,수원체육관,0,2
한국도로공사,2019-11-20,전새얀,수원체육관,0,2
한국도로공사,2019-11-20,이효희,수원체육관,0,2
한국도로공사,2019-11-20,정선아,수원체육관,0,2
한국도로공사,2019-11-20,임명옥,수원체육관,0,2
흥국생명,2019-11-21,이재영,수원체육관,0,3
흥국생명,2019-11-21,이한비,수원체육관,0,3
흥국생명,2019-11-21,김미연,수원체육관,0,3
흥국생명,2019-11-21,이주아,수원체육관,0,3
흥국생명,2019-11-21,조송화,수원체육관,0,3
흥국생명,2019-11-21,김세영,수원체육관,0,3
흥국생명,2019-11-21,박현주,수원체육관,0,3
흥국생명,2019-11-21,김해란,수원체육관,0,3
흥국생명,2019-11-21,신연경,수원체육관,0,3
KGC인삼공사,2019-11-21,디우프,수원체육관,0,2
KGC인삼공사,2019-11-21,최은지,수원체육관,0,2
KGC인삼공사,2019-11-21,박은진,수원체육관,0,2
KGC인삼공사,2019-11-21,한송이,수원체육관,0,2
KGC인삼공사,2019-11-21,지민경,수원체육관,0,2
KGC인삼공사,2019-11-21,하효림,수원체육관,0,2
KGC인삼공사,2019-11-21,정호영,수원체육관,0,2
KGC인삼공사,2019-11-21,염혜선,수원체육관,0,2
KGC인삼공사,2019-11-21,노란,수원체육관,0,2
KGC인삼공사,2019-11-21,오지영,수원체육관,0,2
한국도로공사,2019-11-23,박정아,수원체육관,0,3
한국도로공사,2019-11-23,전새얀,수원체육관,0,3
한국도로공사,2019-11-23,문정원,수원체육관,0,3
한국도로공사,2019-11-23,정대영,수원체육관,0,3
한국도로공사,2019-11-23,최민지,수원체육관,0,3
한국도로공사,2019-11-23,정선아,수원체육관,0,3
한국도로공사,2019-11-23,이효희,수원체육관,0,3
한국도로공사,2019-11-23,임명옥,수원체육관,0,3
IBK기업은행,2019-11-23,어나이,수원체육관,0,2
IBK기업은행,2019-11-23,김주향,수원체육관,0,2
IBK기업은행,2019-11-23,김수지,수원체육관,0,2
IBK기업은행,2019-11-23,김희진,수원체육관,0,2
IBK기업은행,2019-11-23,육서영,수원체육관,0,2
IBK기업은행,2019-11-23,이나연,수원체육관,0,2
IBK기업은행,2019-11-23,김해빈,수원체육관,0,2
IBK기업은행,2019-11-23,한지현,수원체육관,0,2
GS칼텍스,2019-11-24,러츠,수원체육관,0,3
GS칼텍스,2019-11-24,강소휘,수원체육관,0,3
GS칼텍스,2019-11-24,박혜민,수원체육관,0,3
GS칼텍스,2019-11-24,한수지,수원체육관,0,3
GS칼텍스,2019-11-24,권민지,수원체육관,0,3
GS칼텍스,2019-11-24,김유리,수원체육관,0,3
GS칼텍스,2019-11-24,안혜진,수원체육관,0,3
GS칼텍스,2019-11-24,이고은,수원체육관,0,3
GS칼텍스,2019-11-24,한다혜,수원체육관,0,3
GS칼텍스,2019-11-24,한수진,수원체육관,0,3
KGC인삼공사,2019-11-24,디우프,수원체육관,0,2
KGC인삼공사,2019-11-24,한송이,수원체육관,0,2
KGC인삼공사,2019-11-24,지민경,수원체육관,0,2
KGC인삼공사,2019-11-24,최은지,수원체육관,0,2
KGC인삼공사,2019-11-24,박은진,수원체육관,0,2
KGC인삼공사,2019-11-24,정호영,수원체육관,0,2
KGC인삼공사,2019-11-24,염혜선,수원체육관,0,2
KGC인삼공사,2019-11-24,노란,수원체육관,0,2
KGC인삼공사,2019-11-24,오지영,수원체육관,0,2
흥국생명,2019-11-26,이재영,수원체육관,0,3
흥국생명,2019-11-26,김미연,수원체육관,0,3
흥국생명,2019-11-26,박현주,수원체육관,0,3
흥국생명,2019-11-26,이주아,수원체육관,0,3
흥국생명,2019-11-26,이한비,수원체육관,0,3
흥국생명,2019-11-26,김세영,수원체육관,0,3
흥국생명,2019-11-26,조송화,수원체육관,0,3
흥국생명,2019-11-26,김해란,수원체육관,0,3
한국도로공사,2019-11-26,박정아,수원체육관,0,2
한국도로공사,2019-11-26,전새얀,수원체육관,0,2
한국도로공사,2019-11-26,정대영,수원체육관,0,2
한국도로공사,2019-11-26,문정원,수원체육관,0,2
한국도로공사,2019-11-26,최민지,수원체육관,0,2
한국도로공사,2019-11-26,이세빈,수원체육관,0,2
한국도로공사,2019-11-26,유서연,수원체육관,0,2
한국도로공사,2019-11-26,이효희,수원체육관,0,2
한국도로공사,2019-11-26,임명옥,수원체육관,0,2
KGC인삼공사,2019-11-27,디우프,수원체육관,0,3
KGC인삼공사,2019-11-27,최은지,수원체육관,0,3
KGC인삼공사,2019-11-27,한송이,수원체육관,0,3
KGC인삼공사,2019-11-27,지민경,수원체육관,0,3
KGC인삼공사,2019-11-27,박은진,수원체육관,0,3
KGC인삼공사,2019-11-27,나현수,수원체육관,0,3
KGC인삼공사,2019-11-27,염혜선,수원체육관,0,3
KGC인삼공사,2019-11-27,노란,수원체육관,0,3
KGC인삼공사,2019-11-27,오지영,수원체육관,0,3
IBK기업은행,2019-11-27,어나이,수원체육관,0,2
IBK기업은행,2019-11-27,김주향,수원체육관,0,2
IBK기업은행,2019-11-27,김희진,수원체육관,0,2
IBK기업은행,2019-11-27,육서영,수원체육관,0,2
IBK기업은행,2019-11-27,김수지,수원체육관,0,2
IBK기업은행,2019-11-27,이나연,수원체육관,0,2
