팀명,경기장,관중수,경기날짜,1팀score,2팀score,결과,이름,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,포지션,득점점유율,스타팅멤버
한국도로공사,인천계양체육관,2901,2019-10-19,3,1,0,이효희,1,1,1,0,0,100.0,0.61,1,1,0,0,100.0,1.54,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,13,0,0,0.0,16.05,7,4,3,0,1.0,6.09,97,34,0,8.5,59.51,0,0,0,0.0,0.0,1,0,1,0,0,0.0,2.0,1,0,0,S,0.016666666666666666,1
한국도로공사,인천계양체육관,2901,2019-10-19,3,1,0,유서연,1,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,4,1,1,0.33,4.94,1,0,1,0,0.0,0.87,2,1,0,0.33,1.23,1,0,0,0.0,1.14,0,0,0,0,0,0.0,0.0,0,0,1,L,0.016666666666666666,0
한국도로공사,인천계양체육관,2901,2019-10-19,3,1,0,이원정,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,0,0,0.0,3.7,4,3,1,0,0.75,3.48,22,6,0,1.5,13.5,0,0,0,0.0,0.0,1,0,1,0,0,0.0,2.0,0,0,0,S,0.0,0
한국도로공사,인천계양체육관,2901,2019-10-19,3,1,0,임명옥,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,38,30,8,0,7.5,33.04,14,4,0,1.0,8.59,21,8,3,23.81,23.86,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
IBK기업은행,화성종합실내체육관,1936,2019-10-20,3,2,1,어나이,23,44,20,0,5,45.45,34.38,19,7,0,1,36.84,36.54,1,1,0,0,100.0,33.33,0,0,0,0,0.0,0.0,12,4,0,3,33.33,48.0,0,0,0,0,0.0,0.0,12,8,0,1,66.67,32.43,14,0,3,0.0,13.86,19,16,3,0,3.2,20.65,3,0,0,0.0,2.27,24,15,1,58.33,31.58,4,3,0,1,0,0.6,6.35,0,0,8,L,0.3150684931506849,1
IBK기업은행,화성종합실내체육관,1936,2019-10-20,3,2,1,김희진,23,34,16,0,2,47.06,26.56,12,6,0,0,50.0,23.08,1,0,0,0,0.0,33.33,0,0,0,0,0.0,0.0,13,6,0,1,46.15,52.0,0,0,0,0,0.0,0.0,8,4,0,1,50.0,21.62,18,4,3,0.8,17.82,20,15,5,0,3.0,21.74,4,0,2,0.0,3.03,0,0,0,0.0,0.0,17,3,7,2,1,0.6,26.98,2,0,8,R,0.3150684931506849,1
IBK기업은행,화성종합실내체육관,1936,2019-10-20,3,2,1,표승주,13,28,11,2,0,39.29,21.88,11,3,1,0,27.27,21.15,1,1,0,0,100.0,33.33,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,16,7,1,0,43.75,43.24,13,0,1,0.0,12.87,8,7,1,0,1.4,8.7,5,1,0,0.2,3.79,32,13,2,34.38,42.11,9,2,1,5,0,0.4,14.29,0,0,1,L,0.1780821917808219,1
IBK기업은행,화성종합실내체육관,1936,2019-10-20,3,2,1,김수지,7,11,4,1,0,36.36,8.59,4,0,0,0,0.0,7.69,0,0,0,0,0.0,0.0,1,0,1,0,0.0,100.0,0,0,0,0,0.0,0.0,6,4,0,0,66.67,60.0,0,0,0,0,0.0,0.0,17,2,1,0.4,16.83,2,1,1,0,0.2,2.17,4,3,0,0.6,3.03,0,0,0,0.0,0.0,17,1,10,5,0,0.2,26.98,1,0,1,C,0.0958904109589041,1
IBK기업은행,화성종합실내체육관,1936,2019-10-20,3,2,1,김주향,5,6,1,1,0,16.67,4.69,3,0,0,0,0.0,5.77,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1,1,0,50.0,20.0,1,0,0,0,0.0,2.7,13,1,2,0.25,12.87,2,2,0,0,0.5,2.17,1,0,0,0.0,0.76,0,0,0,0.0,0.0,8,3,3,2,0,0.75,12.7,2,0,2,L,0.0684931506849315,1
IBK기업은행,화성종합실내체육관,1936,2019-10-20,3,2,1,변지수,2,3,2,0,0,66.67,2.34,1,0,0,0,0.0,1.92,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,2,0,0,100.0,20.0,0,0,0,0,0.0,0.0,5,0,1,0.0,4.95,2,1,1,0,0.33,2.17,0,0,0,0.0,0.0,0,0,0,0.0,0.0,3,0,1,2,0,0.0,4.76,3,0,1,C,0.0273972602739726,0
IBK기업은행,화성종합실내체육관,1936,2019-10-20,3,2,1,이나연,0,2,0,0,0,0.0,1.56,2,0,0,0,0.0,3.85,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,16,0,0,0.0,15.84,17,14,3,0,2.8,18.48,94,43,0,8.6,71.21,0,0,0,0.0,0.0,5,0,2,2,0,0.0,7.94,0,0,0,S,0.0,1
IBK기업은행,화성종합실내체육관,1936,2019-10-20,3,2,1,박상미,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,0,0,0.0,4.95,1,0,1,0,0.0,1.09,0,0,0,0.0,0.0,1,1,0,100.0,1.32,0,0,0,0,0,0.0,0.0,0,0,0,L,0.0,0
IBK기업은행,화성종합실내체육관,1936,2019-10-20,3,2,1,백목화,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,8,6,2,0,1.2,8.7,7,3,0,0.6,5.3,19,8,0,42.11,25.0,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
IBK기업은행,화성종합실내체육관,1936,2019-10-20,3,2,1,한지현,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,13,7,6,0,1.4,14.13,8,3,0,0.6,6.06,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
KGC인삼공사,화성종합실내체육관,1936,2019-10-20,3,2,0,디우프,34,65,34,4,4,52.31,47.1,40,20,2,4,50.0,54.79,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,15,9,2,0,60.0,88.24,0,0,0,0,0.0,0.0,10,5,0,0,50.0,31.25,15,0,4,0.0,16.85,9,8,1,0,1.6,10.34,1,0,0,0.0,0.7,0,0,0,0.0,0.0,6,0,2,2,0,0.0,10.91,2,0,8,R,0.5,1
KGC인삼공사,화성종합실내체육관,1936,2019-10-20,3,2,0,최은지,14,30,12,4,2,40.0,21.74,12,2,1,1,16.67,16.44,3,1,1,0,33.33,100.0,0,0,0,0,0.0,0.0,2,1,0,1,50.0,11.76,0,0,0,0,0.0,0.0,13,8,2,0,61.54,40.63,10,1,4,0.2,11.24,12,8,4,0,1.6,13.79,6,0,0,0.0,4.23,34,15,1,41.18,37.78,8,1,4,2,0,0.2,14.55,0,0,6,L,0.20588235294117646,1
KGC인삼공사,화성종합실내체육관,1936,2019-10-20,3,2,0,박은진,10,14,6,1,0,42.86,10.14,6,0,1,0,0.0,8.22,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,8,6,0,0,75.0,66.67,0,0,0,0,0.0,0.0,16,2,2,0.4,17.98,1,1,0,0,0.2,1.15,4,0,0,0.0,2.82,0,0,0,0.0,0.0,19,2,8,6,2,0.4,34.55,0,0,4,C,0.14705882352941177,1
KGC인삼공사,화성종합실내체육관,1936,2019-10-20,3,2,0,한송이,5,7,4,2,0,57.14,5.07,2,2,0,0,100.0,2.74,0,0,0,0,0.0,0.0,1,0,0,0,0.0,100.0,0,0,0,0,0.0,0.0,4,2,2,0,50.0,33.33,0,0,0,0,0.0,0.0,19,0,0,0.0,21.35,6,5,1,0,1.0,6.9,7,4,0,0.8,4.93,1,1,0,100.0,1.11,8,1,3,4,0,0.2,14.55,0,0,0,C,0.07352941176470588,1
KGC인삼공사,화성종합실내체육관,1936,2019-10-20,3,2,0,채선아,4,17,4,1,1,23.53,12.32,8,0,0,1,0.0,10.96,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,9,4,1,0,44.44,28.13,8,0,1,0.0,8.99,15,12,3,0,2.4,17.24,4,1,0,0.2,2.82,25,10,1,36.0,27.78,5,0,3,1,0,0.0,9.09,0,0,2,L,0.058823529411764705,1
KGC인삼공사,화성종합실내체육관,1936,2019-10-20,3,2,0,정호영,1,3,1,0,0,33.33,2.17,3,1,0,0,33.33,4.11,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0.0,1.12,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,3,0,1,0.0,3.33,1,0,0,1,0,0.0,1.82,0,0,0,L,0.014705882352941176,0
KGC인삼공사,화성종합실내체육관,1936,2019-10-20,3,2,0,염혜선,0,2,0,0,1,0.0,1.45,2,0,0,1,0.0,2.74,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,18,0,2,0.0,20.22,15,13,2,0,2.6,17.24,108,47,4,9.4,76.06,0,0,0,0.0,0.0,7,0,3,4,0,0.0,12.73,0,0,7,S,0.0,1
KGC인삼공사,화성종합실내체육관,1936,2019-10-20,3,2,0,노란,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,0,0,0.0,2.25,3,1,2,0,0.25,3.45,1,0,0,0.0,0.7,8,3,2,12.5,8.89,0,0,0,0,0,0.0,0.0,0,0,0,L,0.0,0
KGC인삼공사,화성종합실내체육관,1936,2019-10-20,3,2,0,오지영,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,26,22,3,1,4.4,29.89,9,5,0,1.0,6.34,19,9,2,36.84,21.11,0,0,0,0,0,0.0,0.0,0,0,1,Li,0.0,0
GS칼텍스,서울장충체육관,3466,2019-10-22,3,0,1,강소휘,15,39,14,2,3,35.9,30.95,21,6,2,1,28.57,32.31,4,2,0,0,50.0,80.0,0,0,0,0,0.0,0.0,3,2,0,0,66.67,20.0,0,0,0,0,0.0,0.0,11,4,0,2,36.36,36.67,11,0,4,0.0,14.47,15,14,1,0,4.67,17.05,0,0,0,0.0,0.0,29,9,0,31.03,46.77,6,1,2,0,1,0.33,9.52,0,0,8,L,0.2830188679245283,1
GS칼텍스,서울장충체육관,3466,2019-10-22,3,0,1,러츠,15,38,11,5,3,28.95,30.16,24,6,4,1,25.0,36.92,1,1,0,0,100.0,20.0,0,0,0,0,0.0,0.0,10,4,0,1,40.0,66.67,0,0,0,0,0.0,0.0,3,0,1,1,0.0,10.0,9,2,1,0.67,11.84,6,5,1,0,1.67,6.82,2,0,0,0.0,1.54,0,0,0,0.0,0.0,9,2,3,1,0,0.67,14.29,1,0,4,R,0.2830188679245283,1
GS칼텍스,서울장충체육관,3466,2019-10-22,3,0,1,이소영,12,33,12,0,4,36.36,26.19,17,5,0,4,29.41,26.15,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1,0,0,50.0,13.33,0,0,0,0,0.0,0.0,14,6,0,0,42.86,46.67,9,0,1,0.0,11.84,15,14,1,0,4.67,17.05,6,2,0,0.67,4.62,12,6,0,50.0,19.35,6,0,1,4,0,0.0,9.52,0,0,5,L,0.22641509433962265,1
GS칼텍스,서울장충체육관,3466,2019-10-22,3,0,1,한수지,4,6,1,0,1,16.67,4.76,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,0,0,0,0.0,100.0,0,0,0,0,0.0,0.0,4,1,0,1,25.0,44.44,0,0,0,0,0.0,0.0,12,0,0,0.0,15.79,3,2,1,0,0.67,3.41,6,0,0,0.0,4.62,0,0,0,0.0,0.0,19,3,5,6,0,1.0,30.16,1,0,1,C,0.07547169811320754,1
GS칼텍스,서울장충체육관,3466,2019-10-22,3,0,1,김유리,3,5,1,0,1,20.0,3.97,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,1,0,1,20.0,55.56,0,0,0,0,0.0,0.0,10,2,0,0.67,13.16,4,3,1,0,1.0,4.55,4,2,0,0.67,3.08,0,0,0,0.0,0.0,14,0,9,2,0,0.0,22.22,1,0,1,C,0.05660377358490566,1
GS칼텍스,서울장충체육관,3466,2019-10-22,3,0,1,안혜진,2,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,7,2,0,0.67,9.21,5,5,0,0,1.67,5.68,14,7,0,2.33,10.77,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,S,0.03773584905660377,0
GS칼텍스,서울장충체육관,3466,2019-10-22,3,0,1,이고은,2,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,11,1,0,0.33,14.47,15,12,3,0,4.0,17.05,90,28,2,9.33,69.23,0,0,0,0.0,0.0,8,1,4,1,0,0.33,12.7,2,0,2,S,0.03773584905660377,1
GS칼텍스,서울장충체육관,3466,2019-10-22,3,0,1,한다혜,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,24,22,2,0,7.33,27.27,6,1,0,0.33,4.62,18,7,1,33.33,29.03,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
흥국생명,서울장충체육관,3466,2019-10-22,3,0,0,루시아,18,44,16,1,5,36.36,33.59,34,13,1,4,38.24,43.04,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,8,3,0,1,37.5,57.14,0,0,0,0,0.0,0.0,2,0,0,0,0.0,9.52,14,0,1,0.0,20.0,6,5,1,0,1.67,6.98,1,1,0,0.33,0.78,1,0,1,0.0,1.45,9,2,3,2,0,0.67,15.52,1,0,6,R,0.391304347826087,1
흥국생명,서울장충체육관,3466,2019-10-22,3,0,0,이재영,14,45,12,3,5,26.67,34.35,20,8,1,3,40.0,25.32,2,1,0,0,50.0,66.67,0,0,0,0,0.0,0.0,5,0,1,2,0.0,35.71,0,0,0,0,0.0,0.0,18,3,1,0,16.67,85.71,8,0,2,0.0,11.43,18,18,0,0,6.0,20.93,5,1,0,0.33,3.91,25,8,3,20.0,36.23,12,2,4,4,0,0.67,20.69,2,0,7,L,0.30434782608695654,1
흥국생명,서울장충체육관,3466,2019-10-22,3,0,0,이주아,6,11,6,0,0,54.55,8.4,3,2,0,0,66.67,3.8,1,1,0,0,100.0,33.33,2,0,0,0,0.0,100.0,0,0,0,0,0.0,0.0,5,3,0,0,60.0,41.67,0,0,0,0,0.0,0.0,11,0,1,0.0,15.71,2,1,1,0,0.33,2.33,5,2,0,0.67,3.91,1,0,0,0.0,1.45,8,0,4,3,0,0.0,13.79,0,0,1,C,0.13043478260869565,1
흥국생명,서울장충체육관,3466,2019-10-22,3,0,0,김미연,4,22,4,2,3,18.18,16.79,20,3,2,2,15.0,25.32,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,1,0.0,7.14,0,0,0,0,0.0,0.0,1,1,0,0,100.0,4.76,14,0,1,0.0,20.0,8,7,1,0,2.33,9.3,4,0,0,0.0,3.13,15,4,2,13.33,21.74,3,0,2,1,0,0.0,5.17,0,0,4,R,0.08695652173913043,1
흥국생명,서울장충체육관,3466,2019-10-22,3,0,0,김세영,4,8,1,1,0,12.5,6.11,1,0,0,0,0.0,1.27,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,7,1,1,0,14.29,58.33,0,0,0,0,0.0,0.0,8,0,0,0.0,11.43,3,3,0,0,1.0,3.49,6,2,0,0.67,4.69,0,0,0,0.0,0.0,15,3,4,4,0,1.0,25.86,3,0,0,C,0.08695652173913043,1
흥국생명,서울장충체육관,3466,2019-10-22,3,0,0,조송화,0,1,0,0,0,0.0,0.76,1,0,0,0,0.0,1.27,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,9,0,2,0.0,12.86,10,10,0,0,3.33,11.63,84,25,0,8.33,65.63,1,0,0,0.0,1.45,10,0,3,3,0,0.0,17.24,0,0,2,S,0.0,1
흥국생명,서울장충체육관,3466,2019-10-22,3,0,0,김해란,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,28,24,4,0,8.0,32.56,10,2,0,0.67,7.81,21,7,1,28.57,30.43,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
흥국생명,서울장충체육관,3466,2019-10-22,3,0,0,신연경,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,4,3,1,0,1.0,4.65,1,0,0,0.0,0.78,5,1,0,20.0,7.25,0,0,0,0,0,0.0,0.0,0,0,0,L,0.0,0
